_id,address_info,name,category,phone,email,website,geoid,received_date,address_point_id,address_number,linear_name_full,address_full,postal_code,municipality,city,place_name,general_use_code,lo_num,lo_num_suf,hi_num,hi_num_suf,linear_name_id,ward,ward_2003,ward_2018,mi_prinx,attraction,map_access,coordinate_1,coordinate_2
117,,Solar Stage Children's Theatre,Performing Arts,416-368-8031,,https://solarstage.on.ca/,2.0259082E7,,578559.0,601.0,Christie St,601 Christie St,M6G 4C7,former Toronto,Toronto,,104008.0,4950.0,,,,4733.0,Toronto-St. Paul's,21.0,12.0,1881534.0,Solar Stage Children's Theatre is dedicated to providing theatrical presentations for children.,N,-79.4238961016719,43.6819574485707
118,,Meridian Hall (formerly Sony Centre for the Performing Arts),Performing Arts,416-368-6161,,http://www.meridianhall.com/,1.1070359E7,,1.1070359E7,1.0,Front St E,1 Front St E,M5E 1B2,former Toronto,Toronto,,107010.0,1.0,,,,3471.0,Toronto Centre,28.0,13.0,3311717.0,"Meridian Hall is a performing arts venue with a range of events that include concerts, dance, and much more.",Y,-79.3759983187062,43.6485784438655
119,,Sugar Beach Park,Nature/ Park,416-338-4386,,https://www.toronto.ca/data/parks/prd/facilities/complex/2261/index.html,3.0017889E7,,3.0017889E7,11.0,Dockside Dr,11 Dockside Dr,,former Toronto,Toronto,,106001.0,11.0,,,,19432.0,Spadina-Fort York,28.0,10.0,4163708.0,Sugar Beach is one of Toronto's urban beach parks. Famous for its pink umbrellas and Muskoka chairs.,Y,-79.3673444488914,43.6455643704739
120,,Spadina Museum,Museum,416-392-6910,,https://www.toronto.ca/explore-enjoy/history-art-culture/museums/spadina-museum/,7986457.0,,7986457.0,285.0,Spadina Rd,285 Spadina Rd,M5R 2V5,former Toronto,Toronto,Spadina Museum - Historic House And Gardens - Building Grounds,107008.0,285.0,,,,4428.0,Toronto-St. Paul's,22.0,12.0,3838338.0,"Operated by the City of Toronto, the Spadina Museum is a historic manor house that allows visitors to learn about the history and architecture of  late 19th century to early 20th century Toronto.",Y,-79.408129078813,43.6810266590651
121,,St. James Park,Nature/ Park,416-392-2489,,https://www.toronto.ca/data/parks/prd/facilities/complex/408/index.html,8344747.0,,8344747.0,120.0,King St E,120 King St E,,former Toronto,Toronto,,106001.0,120.0,,,,3779.0,Toronto Centre,28.0,13.0,4238743.0,"A large green space, home to a Victorian garden, live performances, and is a popular spot for photos. The park is adjacent to historic St. James Cathedral.",Y,-79.3723739210341,43.6525667380652
122,,St. Lawrence Centre for the Arts,Performing Arts,416-366-1656,,http://www.stlc.com/,8351140.0,,8351140.0,27.0,Front St E,27 Front St E,M5E 1B4,former Toronto,Toronto,,115001.0,27.0,,,,3471.0,Toronto Centre,28.0,13.0,3128630.0,"Home to  two theatres, the Bluma Appel Theatre and the Jane Mallett Theatre, the St. Lawrence Centre for the Arts is the home to various artistic and public events.",Y,-79.3750142591045,43.6494041113268
123,,St. Lawrence Market and Market Gallery,Attraction,416-392-7219,,http://www.stlawrencemarket.com/,1.1075763E7,,1.107576E7,93.0,Front St E,93 Front St E,M5E 1C3,former Toronto,Toronto,,115001.0,95.0,,,,3471.0,Toronto Centre,28.0,13.0,1977101.0,"Voted best fresh food market in the world by National Geographic in 2012, Torontos historic and premier market also includes The Market Gallery, housed within part of Torontos original 19th century City Hall.",Y,-79.3714104009798,43.6511434617478
124,,Steam Whistle Brewery,Attraction,647-697-0859,,https://steamwhistle.ca/,3.0022193E7,,1.4172191E7,255.0,Bremner Blvd,255 Bremner Blvd,M5V 3M9,former Toronto,Toronto,Roundhouse Park,115001.0,255.0,,,,11078.0,Spadina-Fort York,20.0,10.0,3836923.0,"A microbrewery located in downtown Toronto, Steam Whistle Brewery produces a premium pale lager composed of only four ingredients.",Y,-79.3851853298275,43.6437271938888
125,,CF Sherway Gardens,Landmark,416-621-1070,,https://www.cfshops.com/sherway-gardens.html,3327188.0,,0.0,25.0,The West Mall,25 The West Mall,M9C 1B8,Etobicoke,Toronto,,0.0,0.0,,,,0.0,Etobicoke-Lakeshore,5.0,3.0,0.0,An upscale shopping centre in Toronto's West end.,,-79.5570120906651,43.6139454842345
126,,Sunnyside Beach,Nature/ Park,311,,https://www.toronto.ca/data/parks/prd/facilities/complex/394/index.html,6814671.0,,6814671.0,1755.0,Lake Shore Blvd W,1755 Lake Shore Blvd W,M6S 5A3,former Toronto,Toronto,Sunnyside Park,106001.0,1755.0,,,,1962.0,Parkdale-High Park,13.0,4.0,3025447.0,"One of Toronto''s designated swimming beaches, Sunnyside Beach provides rowers and paddlers calm waters with an offshore break wall.",Y,-79.4572327124193,43.6396986705767
127,,Taras H. Shevchenko Museum,Museum,416-534-8662,,http://www.infoukes.com/shevchenkomuseum/,1.1394912E7,,1.1394917E7,1604.0,Bloor St W,1604 Bloor St W,M6P 1A7,former Toronto,Toronto,,115001.0,1614.0,,,,458.0,Parkdale-High Park,14.0,4.0,4126953.0,The Taras H. Shevchenko Museum is the home to  exhibitions dedicated to the contribution of Ukrainians in Canada and the life of famed writer Taras Shevchenko.,N,-79.455051931212,43.6579773800928
128,,Tarragon Theatre,Performing Arts,416-531-1827,,http://www.tarragontheatre.com/,7994659.0,,7994659.0,30.0,Bridgman Ave,30 Bridgman Ave,M5R 1X3,former Toronto,Toronto,,107002.0,30.0,,,,3060.0,Toronto-St. Paul's,21.0,12.0,2754414.0,The Tarragon Theatre is a performing arts centre  notable for the development of playwrights. Over 170 works have premiered at the theatre.,Y,-79.4126611860157,43.6769027484073
129,,Textile Museum of Canada,Museum,416-599-5321,,https://textilemuseum.ca/,7792171.0,,7792171.0,55.0,Centre Ave,55 Centre Ave,M5G 2H5,former Toronto,Toronto,,100001.0,55.0,,,,9796.0,Spadina-Fort York,27.0,10.0,2976162.0,"With more than 13,000 objects from more than 200 countries and regions, the Textile Museum of Canada celebrates cultural diversity through traditional fabrics, garments, carpets and related artifacts such as beadwork and basketry.",Y,-79.3864533344223,43.6565772998496
130,,The 48th Highlanders Museum,Museum,416-635-4440,,http://www.48highlanders.com/04_03.html,868441.0,,868441.0,73.0,Simcoe St,73 Simcoe St,M5J 1W9,former Toronto,Toronto,,100001.0,73.0,,,,4411.0,Spadina-Fort York,20.0,10.0,2235601.0,"This museum is dedicated to one of Canada''s famous military regiments. The museum holds historical artifacts dating from Victorian Toronto in 1891, when the 48th Highlanders was formed, to the present day.",N,-79.3853532345769,43.648778569482
131,,The Bata Shoe Museum,Museum,416-979-7799,,https://batashoemuseum.ca/,8408594.0,,8408594.0,327.0,Bloor St W,327 Bloor St W,M5S 1W7,former Toronto,Toronto,,115001.0,327.0,,,,458.0,University-Rosedale,20.0,11.0,2243147.0,"Home to hundreds of shoes (from a collection numbering over 13,000). The museum celebrates the style and function of footwear in impressive galleries from ancient Egypt to modern fashion.",Y,-79.3999486403179,43.6692312650026
132,,The Danforth Music Hall,Performing Arts,416-778-8163,,http://thedanforth.com/,1.4075977E7,,1.4075977E7,147.0,Danforth Ave,147 Danforth Ave,M4K 1N2,former Toronto,Toronto,,115001.0,147.0,,,,86.0,Toronto-Danforth,30.0,14.0,2653715.0,"The Music Hall boasts new theatre seats, state-of-art sound and lighting and a completely renovated backstage area.",Y,-79.3568217007348,43.6781980206842
133,(Mill Street and Parliament),The Distillery Historic District,Landmark,416-364-1177,,https://www.thedistillerydistrict.com/,3.0031582E7,,3.0031582E7,55.0,Mill St,55 Mill St,M5A 3C4,former Toronto,Toronto,,115001.0,55.0,,,,9816.0,Spadina-Fort York,28.0,10.0,3231660.0,"A pedestrian-only historic area that represents the largest and best preserved collection of Victorian Industrial Architecture in North America. The refurbished warehouses are now home to restaurants, bars, galleries, studios, and a theatre.",Y,-79.3594616877865,43.6526373309724
134,,The Power Plant Contemporary Art Gallery,Gallery,416-973-4949,,http://www.thepowerplant.org/,2.0141759E7,,2.0141759E7,231.0,Queens Quay W,231 Queens Quay W,M5J 2G8,former Toronto,Toronto,,107002.0,231.0,,,,4244.0,Spadina-Fort York,20.0,10.0,2585330.0,"Dedicated to contemporary art, the Power Plant is a free public gallery located at the Harbourfront Centre.",N,-79.3819584299024,43.6406697594208
135,,The Second City,Performing Arts,416-343-0011,,https://www.secondcity.com/toronto/,2.0040556E7,,2.0040556E7,51.0,Mercer St,51 Mercer St,M5V 1H2,former Toronto,Toronto,,107002.0,51.0,,,,3980.0,Spadina-Fort York,20.0,10.0,3795500.0,Second City produces premiere comedy performances and operates a training centre.,Y,-79.3913376504474,43.6473732707324
136,,The Theatre Centre,Performing Arts,416-538-0988,,http://theatrecentre.org/,856913.0,,856913.0,1115.0,Queen St W,1115 Queen St W,M6J 1J1,former Toronto,Toronto,,104008.0,1115.0,,,,4238.0,Davenport,18.0,9.0,2475980.0,"The Theatre Centre supports artists who wish to develop works of an experimental or alternative nature. All their artists embrace the visual arts, music, dance and new media.",N,-79.4230841644117,43.6450984245657
137,,The Village Playhouse,Performing Arts,416-767-7702,,http://www.villageplayers.net/,1.3973721E7,,1.3973721E7,2190.0,Bloor St W,2190 Bloor St W,M6S 1N3,former Toronto,Toronto,,112001.0,2190.0,,,,458.0,Parkdale-High Park,13.0,4.0,2188628.0,"The Village Playhouse a non-profit theatre group that opened its doors in 1974 and has since produced plays such as Cat on a Hot Tin Roof, Amadeus and Dial ''M'' For Murder.",N,-79.4746093095286,43.6536519011144
138,,Theatre Passe Muraille,Performing Arts,416-504-7529,,http://passemuraille.ca/,8031682.0,,8031682.0,16.0,Ryerson Ave,16 Ryerson Ave,M5T 2P3,former Toronto,Toronto,,115001.0,16.0,,,,4350.0,Spadina-Fort York,20.0,10.0,2276519.0,Theatre Passe Muraille was Canadas original alternative theatre company. 600 Canadian plays have been produced since the company was founded in 1968.,Y,-79.4024127775791,43.6505996466293
139,,Thompson Landry Gallery - Stone Building & Cooperage Space,Gallery,416-364-4955,,http://www.thompsonlandry.com/,3.003213E7,,3.0032108E7,32.0,Distillery Lane,32 Distillery Lane,M5A 3C4,former Toronto,Toronto,,115001.0,6.0,,,,4574.0,Spadina-Fort York,28.0,10.0,3232766.0,"The Thompson Landry Gallery is spread out over 6,000 square feet and showcases artwork from internationally acclaimed contemporary Quebec artists. The gallery opened in 2009 and is situated within the Distillery District''s Cooperage Building.",N,-79.3599894158372,43.6517463221062
140,,TIFF Bell Lightbox,Landmark,416-599-2033,,https://www.tiff.net/,1.4659357E7,,1.4659357E7,350.0,King St W,350 King St W,M5V 3X5,former Toronto,Toronto,,104008.0,350.0,,,,3780.0,Spadina-Fort York,20.0,10.0,1604772.0,"The TIFF Bell Lightbox is the home of the Toronto International Film Festival and a year-round destination for unique screenings, themed festivals, and exhibitions. It also houses two restaurants.",Y,-79.3902515461928,43.6486451161013
141,,Todmorden Mills Heritage Site,Landmark,416-396-2819,,https://www.toronto.ca/explore-enjoy/history-art-culture/museums/todmorden-mills/,1.0833995E7,,1.0833995E7,67.0,Pottery Rd,67 Pottery Rd,M4K 2B9,East York,Toronto,Todmorden Mills Park,107008.0,67.0,,,,293.0,Toronto-Danforth,29.0,14.0,4138865.0,Todmorden Mills Heritage Site is situated within the Don Valley and is located beside a 9.2 hectare wildflower preserve. It features historic buildings such as the Brewery building and the Papermill theatre and gallery.,Y,-79.3601346791559,43.6883594323143
142,,Tommy Thompson Park,Nature/ Park,416-661-6600,,https://tommythompsonpark.ca/,1.3366891E7,,1.3366891E7,1.0,Leslie St,1 Leslie St,,former Toronto,Toronto,,106001.0,1.0,,,,225.0,Toronto-Danforth,32.0,14.0,3029400.0,"This narrow peninsula park is a perfect place for hiking, jogging, cycling and birdwatching, with 10km of paved trails.",Y,-79.3213924362603,43.6531849402458
143,,Toronto Botanical Gardens and Edwards Gardens,Nature/ Park,416-397-1340,,https://torontobotanicalgarden.ca/,2.001533E7,,2.001533E7,777.0,Lawrence Ave E,777 Lawrence Ave E,M3C 1P2,North York,Toronto,Edwards Gardens (Civic Garden Centre),106001.0,777.0,,,,3828.0,Don Valley West,25.0,15.0,2803401.0,"Located at the stunning Edwards Gardens, Toronto Botanical Garden features award-winning themed gardens and an indoor education/interpretation facility.",Y,-79.3584635916899,43.7363364065238
144,,Meridian Arts Centre (formerly Toronto Centre for the Arts),Performing Arts,416-733-9388,,http://www.meridianartscentre.com/,1.4072465E7,,1.4072465E7,5040.0,Yonge St,5040 Yonge St,M2N 6R8,North York,Toronto,,115001.0,5040.0,,,,4733.0,Willowdale,23.0,18.0,2124525.0,"This venue features three unique stages to house a multitude of concerts, shows and events.",Y,-79.4138236624494,43.7682789222242
145,,Toronto City Hall and Nathan Phillips Square,Landmark,311,,https://www.toronto.ca/services-payments/venues-facilities-bookings/booking-city-facilities/city-hall/,856375.0,,856375.0,100.0,Queen St W,100 Queen St W,M5H 2N1,former Toronto,Toronto,,104001.0,100.0,,,,4238.0,Spadina-Fort York,27.0,10.0,3838404.0,"Toronto''s City Hall is one of Toronto''s best known and visited landmarks. Nathan Phillips Square located directly in front of City Hall, is the site of  the iconic Toronto sign, concerts, farmers'' markets, and iconic events.",Y,-79.3834258614978,43.6548206632272
146,,Toronto Congress Centre,Convention & Trade Centres,416-245-5000,,https://www.torontocongresscentre.com/,1.1047976E7,,1.1047976E7,650.0,Dixon Rd,650 Dixon Rd,M9W 1J1,Etobicoke,Toronto,,115001.0,650.0,,,,1470.0,Etobicoke North,2.0,1.0,2028111.0,"The Toronto Congress Centre opened in 1995 and now features over 1 million square feet of space for galas, meetings, trade shows and conventions,",Y,-79.5779744678935,43.692895731686
147,,Union Station,Transportation,311,,https://torontounion.ca/,1.0864313E7,,1.0864313E7,65.0,Front St W,65 Front St W,M5J 1E6,former Toronto,Toronto,,115001.0,65.0,,,,3472.0,Spadina-Fort York,28.0,10.0,2350095.0,"Union Station is the busiest transportation hub in all of Canada. It serves more than 250,000 passengers daily. Via Rail, the TTC, Go Transit and Amtrak all operate out of the station",Y,-79.3801454108119,43.6475184738269
148,,CF Toronto Eaton Centre,Landmark,416-598-8560,,https://www.cfshops.com/toronto-eaton-centre.html,7762825.0,,7762825.0,220.0,Yonge St,220 Yonge St,M5B 2H1,former Toronto,Toronto,Eaton Centre,107010.0,220.0,,,,4733.0,Toronto Centre,27.0,13.0,1899690.0,The Toronto Eaton Centre is downtown Toronto's only shopping mall. It features over 200 stores and restaurants as well as the sculpture called Flightstop designed by Michael Snow.,Y,-79.379910447201,43.6556679131384
149,Approximate address - Located on Toronto Island - take ferry from Jack Layton Ferry Terminal to Centre Island,Toronto Island Park,Nature/ Park,311,,https://www.toronto.ca/explore-enjoy/parks-gardens-beaches/toronto-island-park/,1.4258203E7,,1.4258203E7,1.0,Centre Island Pk,1 Centre Island Pk,,former Toronto,Toronto,,106001.0,1.0,,,,17507.0,Spadina-Fort York,28.0,10.0,4061641.0,"The Toronto Island Park is North America''s largest car free neighbourhood and is only a short ferry ride away from downtown Toronto. The park is features several attractions, beaches, restaurants, bike and boat rentals and plenty of open green space.",Y,-79.3770752909015,43.61721427079
150,,Toronto Music Garden,Nature/ Park,416-973-4000,,http://www.harbourfrontcentre.com/venues/torontomusicgarden/,1.397163E7,,1.397163E7,479.0,Queens Quay W,479 Queens Quay W,,former Toronto,Toronto,,106001.0,479.0,,,,4244.0,Spadina-Fort York,20.0,10.0,4156403.0,The Toronto Music Garden is situated on Toronto's newly revamped waterfront. The garden was designed by landscape designer Julie Moir Messervy and by the cellist Yo Yo Ma.,Y,-79.3932984112137,43.6392159143018
151,,Toronto Pearson International Airport,Transportation,416-247-7678,,https://www.torontopearson.com/en,0.0,,0.0,6301.0,Silver Dart Drive,,L5P 1B2,,Mississauga,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,Canadas busiest airport with flights to over 180 destinations around the globe.,Y,-79.613161628188,43.6775023539927
152,,Toronto Police Museum & Discovery Centre,Museum,416-808-7020,,http://www.torontopolice.on.ca/museum/,7762664.0,,7762664.0,40.0,College St,40 College St,M5G 2J3,former Toronto,Toronto,Toronto Police Service Hq,103003.0,40.0,,,,9765.0,Toronto Centre,27.0,13.0,2561688.0,"The Toronto Police Museum & Discovery Centre occupies 3,000 square feet within the Police Headquarters building on College Street. The museum solely relies on private donations and is a not for profit registered charity.",N,-79.3849400713259,43.6633475888029
153,,Toronto Public Labyrinth at Trinity Square,Landmark or Attraction,416-338-4386,,http://www.labyrinthnetwork.ca/toronto-public-labyrinth/,7762784.0,,7762766.0,24.0,Trinity Sq,24 Trinity Sq,,former Toronto,Toronto,Trinity Square,109001.0,19.0,,,,11089.0,Toronto Centre,27.0,13.0,3835460.0,Trinity Square Park offers a unique age-old experience of meditating and relaxing while walking a labyrinth and focusing on personal self-awareness and spiritual growth.,N,-79.3816414594175,43.6562147143283
154,,Toronto Railway Museum,Museum,416- 214-9229,,https://torontorailwaymuseum.com/,3.0022193E7,,1.4172191E7,255.0,Bremner Blvd,255 Bremner Blvd,M5V 3M9,former Toronto,Toronto,Roundhouse Park,115001.0,255.0,,,,11078.0,Spadina-Fort York,20.0,10.0,3836923.0,"The Toronto Railway Museum encompasses the Canadian Pacific Railway John Street Roundhouse at Roundhouse Park and features a restored turntable, a number of trains and the 1896 Canadian Pacific Don Station.",Y,-79.3851853298275,43.6437271938888
155,,Toronto Reference Library,Landmark,416-395-5577,,https://www.torontopubliclibrary.ca/torontoreferencelibrary/,8677433.0,,8677433.0,789.0,Yonge St,789 Yonge St,M4W 2G8,former Toronto,Toronto,Toronto Reference Public Library,107009.0,789.0,,,,4733.0,University-Rosedale,27.0,11.0,3006667.0,The Toronto Reference Library is situated in a 5 storey building within the Yorkville neighbourhood. It is the largest public reference library in Canada.,N,-79.3864707978445,43.6738775358313
156,,Toronto Sculpture Garden,Featured Park,416-392-4012,,https://www.toronto.ca/explore-enjoy/history-art-culture/public-art/public-art-monuments-collection/comp-sculpture-garden/,8344741.0,,8344741.0,115.0,King St E,115 King St E,M5C 1G6,former Toronto,Toronto,"Toronto Sculpture Garden,Church - King Parkette",115001.0,115.0,,,,3779.0,Toronto Centre,28.0,13.0,4238726.0,Since 1981 this small urban park has featured contemporary sculpture installations by various artists.,N,-79.3734645361671,43.6518456095473
157,(by the Skywalk),Toronto Tourist Information Centre,Visitor Information,416-392-9300,,https://www.toronto.ca/explore-enjoy/visitor-services/tourist-information-centres/,1.0864313E7,,1.0864313E7,65.0,Front St W,65 Front St W,M5J 1E6,former Toronto,Toronto,,115001.0,65.0,,,,3472.0,Spadina-Fort York,28.0,10.0,2350095.0,"The Toronto Tourist Information Centre provides travel advice and information to all its customers. Services include free Wi-Fi service, brochures and souvenirs. Located at the entrance to the Skywalk.",Y,-79.3801454108119,43.6475184738269
158,,Yuk Yuk's,Performing Arts,416-967-6431,,https://www.yukyuks.com/,7929614.0,,7929614.0,224.0,Richmond St W,224 Richmond St W,M5V 1V6,former Toronto,Toronto,,104008.0,224.0,,,,4277.0,Spadina-Fort York,20.0,10.0,2103957.0,Yuk Yuk's was established as a comedy club by Mark Breslin in 1976. It is located within Toronto's entertainment district and features various comedians doing their stand up routines.,Y,-79.3881630648333,43.6518696837228
159,,Toronto Zoo,Attraction,416-392-5900,,https://www.torontozoo.com/,6349687.0,,6349687.0,2000.0,Meadowvale Rd,2000 Meadowvale Rd,,Scarborough,Toronto,,106001.0,2000.0,,,,8470.0,Scarborough-Rouge Park,42.0,25.0,2128998.0,"The Toronto Zoo is one of the largest zoos in the world at 287 hectares (710 acres) and is known for interactive education and conservation activities. It is currently home to 2 giant pandas, and more than 5,000 animals representing over 500 species.",Y,-79.17813719971,43.8258722577434
160,,Toronto's First Post Office,Museum,416-865-1833,,http://www.townofyork.com/,1.4194698E7,,1.4194698E7,260.0,Adelaide St E,260 Adelaide St E,M5A 1N1,former Toronto,Toronto,,104008.0,260.0,,,,2851.0,Toronto Centre,28.0,13.0,2932547.0,Toronto's First Post Office acts as a museum but also continues to operate as a full service Canada Post office. Admission to the museum is by donation.,Y,-79.3703364980376,43.6539098238663
161,,Travellers' Aid Society of Toronto,Visitor Information,416-366-7788,,http://travellersaid.ca/,1.0864313E7,,1.0864313E7,65.0,Front St W,65 Front St W,M5J 1E6,former Toronto,Toronto,,115001.0,65.0,,,,3472.0,Spadina-Fort York,28.0,10.0,2350095.0,Travellers' Aid Society of Toronto operates two desks; one at Pearson International Airport and the other within Union Station's grand hall. They offer free services to the general travelling public.,Y,-79.3801454108119,43.6475184738269
162,,Ukrainian Museum of Canada,Museum,416-923-9861,,http://umcontario.com/,870140.0,,870140.0,620.0,Spadina Ave,620 Spadina Ave,M5S 2H4,former Toronto,Toronto,,102008.0,620.0,,,,4426.0,University-Rosedale,20.0,11.0,1870749.0,"The Ukrainian Museum of Canada features over 4,000 artifacts. These artifacts include prints, coins, maps jewellery, textiles and historic costumes.",N,-79.4020381246607,43.6639397316248
163,,Woodbine Racetracks,Attraction,416-675-7223,,https://woodbine.com/,1027360.0,,1027360.0,555.0,Rexdale Blvd,555 Rexdale Blvd,M9W 7G3,Etobicoke,Toronto,,106005.0,555.0,,,,2361.0,Etobicoke North,2.0,1.0,1492665.0,Offers both Standardbred and Thoroughbred racing and hosts many prominent events (including the Queens Plate)throughout the year.,Y,-79.605446341063,43.711000574598
164,,Art Museum at the University of Toronto,Gallery,416-978-1838,,https://artmuseum.utoronto.ca/,7793198.0,,7793198.0,15.0,King's College Crcl,15 King's College Crcl,M5S 3H7,former Toronto,Toronto,,115001.0,15.0,,,,11268.0,University-Rosedale,20.0,11.0,2923233.0,Originally opened in 1996 The Arts centre puts a special focus on study collections.,N,-79.3951385322816,43.6645409850473
165,,Village of Yorkville Park,Nature/ Park,416-338-4386,,https://www.bloor-yorkville.com/village-yorkville-park-green-space-gem/,9544521.0,,9544521.0,115.0,Cumberland St,115 Cumberland St,,former Toronto,Toronto,,115001.0,115.0,,,,3247.0,University-Rosedale,27.0,11.0,4089089.0,"The Village of Yorkville Park was built on the site of a former parking lot, in the heart of the Bloor Yorkville neighbourhood. The main focal point of the park is the rock which weighs 650 tonnes and is approximately 1 billion years old.",Y,-79.3914753653529,43.6720256753297
166,Approximate address - Located on Toronto Island - take ferry from 9 Queen's Quay West to Ward's Island,Ward's Island Beach,Nature/ Park,416-338-4386,,http://app.toronto.ca/tpha/beach/6.html,3814227.0,,3814227.0,40.0,Lakeshore Ave,40 Lakeshore Ave,M5J 1X8,former Toronto,Toronto,,100001.0,40.0,,,,3802.0,Spadina-Fort York,28.0,10.0,4162701.0,"Ward''s Island beach is located on the most Eastern part of the Toronto Islands. It features a residential neighbourhood, 2 restaurants, a beach and boardwalk.",Y,-79.354607651682,43.6316046472621
167,,Winchester Street Theatre,Performing Arts,416-967-1365,,http://winchester.tdt.org/,883562.0,,883562.0,80.0,Winchester St,80 Winchester St,M4X 1B2,former Toronto,Toronto,,112001.0,80.0,,,,4697.0,Toronto Centre,28.0,13.0,1907712.0,The Winchester Street Theatre is owned and jointly operated by the Toronto Dance Theatre and the School of Toronto Dance Theatre. The venue features rake seating and a stage that best showcases dance performances.,N,-79.366812358877,43.6684211850633
168,,Woodbine Beach,Nature/ Park,416-338-4386,,https://www.toronto.ca/data/parks/prd/facilities/complex/311/index.html,7650406.0,,7650406.0,1675.0,Lake Shore Blvd E,1675 Lake Shore Blvd E,M4L 3W6,former Toronto,Toronto,Woodbine Beach Park,106001.0,1675.0,,,,3803.0,Beaches-East York,32.0,19.0,4149245.0,Woodbine Beach is one of the city's main beaches. The park is located over 15.2 hectares.  Features include the Martin Goodman Trail and the Donald D. Summerville Outdoor Olympic Pool.,Y,-79.3109772629253,43.663540534279
169,,Woodbine Shopping Centre and Fantasy Fair,Attraction,416-674-5200,,http://www.fantasyfair.ca/,1027357.0,,1027357.0,500.0,Rexdale Blvd,500 Rexdale Blvd,M9W 6K5,Etobicoke,Toronto,,107003.0,500.0,,,,2361.0,Etobicoke North,2.0,1.0,1791913.0,The Woodbine Shopping Centre is located in the north western part of the city; close to Pearson Airport and Woodbine Racetrack. Fantasy Fair located within the mall is an indoor amusement park for children.  In 2015 it celebrates 30 years.,Y,-79.5998686048114,43.722374575158
170,,Yonge-Dundas Square,Landmark,416-979-9960,,https://www.ydsquare.ca/,1.4229809E7,,1.4229809E7,1.0,Dundas St E,1 Dundas St E,,former Toronto,Toronto,,106001.0,1.0,,,,3334.0,Toronto Centre,27.0,13.0,3149860.0,"Yonge-Dundas Square is one of the city''s largest public squares. It is located directly across from the Toronto Eaton Centre. The square is home to free movie screenings, concerts, shows and exhibits.",Y,-79.3802393117994,43.658191885632
171,,York Quay Centre,Landmark,416-967-6425,,http://www.harbourfrontcentre.com/,1.1226853E7,,1.1226853E7,235.0,Queens Quay W,235 Queens Quay W,M5J 2G8,former Toronto,Toronto,,115001.0,235.0,,,,4244.0,Spadina-Fort York,20.0,10.0,1995833.0,The York Quay Centre is part of the Harbourfront Centre.,N,-79.3829059195592,43.6412311144729
172,,Yorkdale Mall,Landmark,416-789-3261,,https://yorkdale.com/,509769.0,,509769.0,3401.0,Dufferin St,3401 Dufferin St,M6A 2T9,North York,Toronto,,107003.0,3401.0,,,,557.0,Eglinton-Lawrence,15.0,8.0,3035044.0,An upscale shopping centre in the northern part of Toronto.,Y,-79.4512705209003,43.7280688600998
173,,Young Centre for the Performing Arts,Performing Arts,416-866-8666,,https://www.youngcentre.ca/,3.0032214E7,,3.0032214E7,50.0,Tank House Lane,50 Tank House Lane,M5A 3C4,former Toronto,Toronto,,115001.0,50.0,,,,19560.0,Spadina-Fort York,28.0,10.0,3339458.0,"Opened in 2006 the Young Centre for the Performing Arts has seen more than 250,000 people attend its performances. The theatre is located within the Distillery Historic District.",Y,-79.3572584343792,43.652849553454
174,,Young People's Theatre,Performing Arts,416-862-2222,,https://www.youngpeoplestheatre.org/,8351482.0,,8351482.0,165.0,Front St E,165 Front St E,M5A 3Z4,former Toronto,Toronto,,115001.0,165.0,,,,3471.0,Toronto Centre,28.0,13.0,2731772.0,The Young People Theatre is a part of the Soulpepper theatre company located within the Distillery Historic District.,Y,-79.3685388069471,43.6519886365406
